Date,Product_Name,Category,Location,Unit_Price_NGN,Qty_Sold,Daily_Total_NGN,Competitor_Price,Price_Gap_Pct,Delivery_Status
2025-03-13,Milo Refill 500g,Beverages,Ibadan,7200,20,144000,6000,20,Delayed
2025-03-13,Yam Tuber (Large),Produce,Port Harcourt,12000,2,24000,8000,50,On-Time
2025-03-13,Beans Brown (Oloyin),Grains,Kano,4500,27,121500,3200,40.6,On-Time
2025-03-13,Frozen Turkey (kg),Meat,Abuja,11000,27,297000,8800,25,Delayed
2025-03-14,Kings Oil 5L,Oils,Lagos (Ikeja),27000,3,81000,21500,25.6,Delayed
2025-03-14,Yam Tuber (Large),Produce,Port Harcourt,12000,9,108000,8000,50,On-Time
2025-03-14,Frozen Turkey (kg),Meat,Abuja,11000,13,143000,8800,25,Critical Delay
2025-03-14,Yam Tuber (Large),Produce,Kano,12000,10,120000,8000,50,Critical Delay
2025-03-15,Kings Oil 5L,Oils,Lagos (Lekki),27000,-2,0,21500,25.6,Delayed
2025-03-15,Milo Refill 500g,Beverages,Abuja,6700,20,134000,6000,11.7,Delayed
2025-03-15,Indomie Super Pack,Noodles,Port Harcourt,20000,30,600000,16800,19,Delayed
2025-03-15,Milo Refill 500g,Beverages,Lagos (Ikeja),7200,17,122400,6000,20,On-Time
2025-03-16,Yellow Garri (Paint),Tubers,Abuja,5500,21,115500,4200,31,Delayed
2025-03-16,Yellow Garri (Paint),Tubers,Enugu,5500,21,115500,4200,31,Delayed
2025-03-16,Beans Brown (Oloyin),Grains,Abuja,4500,22,99000,3200,40.6,Critical Delay
2025-03-16,Frozen Turkey (kg),Meat,Port Harcourt,11000,13,143000,8800,25,On-Time
2025-03-17,Yellow Garri (Paint),Tubers,Enugu,5500,18,99000,4200,31,Critical Delay
2025-03-17,Power Oil (Sachet),Oils,Abuja,500,-1,0,400,25,Critical Delay
2025-03-17,Dangote Sugar 1kg,Sweeteners,Enugu,4000,-1,0,3200,25,On-Time
2025-03-17,Yam Tuber (Large),Produce,Lagos (Ikeja),12000,15,180000,8000,50,Critical Delay
2025-03-18,Peak Milk 400g,Dairy,Lagos (Lekki),5800,24,139200,4900,18.4,On-Time
2025-03-18,Frozen Turkey (kg),Meat,Enugu,11000,10,110000,8800,25,Delayed
2025-03-18,Semovita 10kg,Swallow,Kano,10500,7,73500,9200,14.1,On-Time
2025-03-18,Local Rice (50kg),Grains,Kano,120000,19,2280000,105000,14.3,On-Time
2025-03-19,Milo Refill 500g,Beverages,Kano,7200,28,201600,6000,20,Critical Delay
2025-03-19,Kings Oil 5L,Oils,Abuja,27000,22,594000,21500,25.6,Critical Delay
2025-03-19,Dangote Sugar 1kg,Sweeteners,Abuja,4000,5,20000,3200,25,Delayed
2025-03-19,Power Oil (Sachet),Oils,Abuja,500,14,7000,400,25,Delayed
2025-03-20,Semovita 10kg,Swallow,Abuja,10500,18,189000,9200,14.1,Delayed
2025-03-20,Indomie Super Pack,Noodles,Lagos (Ikeja),20000,11,220000,16800,19,On-Time
2025-03-20,Power Oil (Sachet),Oils,Port Harcourt,500,21,10500,400,25,Delayed
2025-03-20,Milo Refill 500g,Beverages,Enugu,7200,4,28800,6000,20,Critical Delay
2025-03-21,Local Rice (50kg),Grains,Kano,120000,8,960000,105000,14.3,On-Time
2025-03-21,Local Rice (50kg),Grains,Port Harcourt,119500,3,358500,105000,13.8,Delayed
2025-03-21,Kings Oil 5L,Oils,Port Harcourt,27000,2,54000,21500,25.6,Critical Delay
2025-03-21,Semovita 10kg,Swallow,Lagos (Ikeja),10500,0,0,9200,14.1,Critical Delay
2025-03-22,Yellow Garri (Paint),Tubers,Lagos (Lekki),5500,7,38500,4200,31,Critical Delay
2025-03-22,Local Rice (50kg),Grains,Port Harcourt,120000,25,3000000,105000,14.3,Critical Delay
2025-03-22,Kings Oil 5L,Oils,Lagos (Lekki),27000,14,378000,21500,25.6,Delayed
2025-03-22,Kings Oil 5L,Oils,Ibadan,27000,0,0,21500,25.6,Critical Delay
2025-03-23,Dangote Sugar 1kg,Sweeteners,Port Harcourt,4000,15,60000,3200,25,Delayed
2025-03-23,Semovita 10kg,Swallow,Lagos (Lekki),10500,8,84000,9200,14.1,On-Time
2025-03-23,Indomie Super Pack,Noodles,Kano,20000,19,380000,16800,19,Critical Delay
2025-03-23,Peak Milk 400g,Dairy,Enugu,5800,1,5800,4900,18.4,On-Time
2025-03-24,Dangote Sugar 1kg,Sweeteners,Enugu,4000,29,116000,3200,25,On-Time
2025-03-24,Milo Refill 500g,Beverages,Lagos (Ikeja),7200,22,158400,6000,20,Delayed
2025-03-24,Frozen Turkey (kg),Meat,Enugu,11000,21,231000,8800,25,Delayed
2025-03-24,Semovita 10kg,Swallow,Enugu,10500,22,231000,9200,14.1,Delayed
2025-03-25,Milo Refill 500g,Beverages,Kano,6700,-2,0,6000,11.7,On-Time
2025-03-25,Local Rice (50kg),Grains,Enugu,120000,17,2040000,105000,14.3,On-Time
2025-03-25,Yam Tuber (Large),Produce,Lagos (Lekki),12000,16,192000,8000,50,On-Time
2025-03-25,Beans Brown (Oloyin),Grains,Enugu,4500,5,22500,3200,40.6,On-Time
2025-03-26,Frozen Turkey (kg),Meat,Port Harcourt,11000,19,209000,8800,25,On-Time
2025-03-26,Power Oil (Sachet),Oils,Kano,500,24,12000,400,25,Delayed
2025-03-26,Kings Oil 5L,Oils,Lagos (Ikeja),27000,0,0,21500,25.6,On-Time
2025-03-26,Yellow Garri (Paint),Tubers,Lagos (Lekki),5500,2,11000,4200,31,Delayed
2025-03-27,Power Oil (Sachet),Oils,Lagos (Lekki),500,16,8000,400,25,On-Time
2025-03-27,Yellow Garri (Paint),Tubers,Lagos (Lekki),5500,18,99000,4200,31,Critical Delay
2025-03-27,Semovita 10kg,Swallow,Kano,10500,7,73500,9200,14.1,Critical Delay
2025-03-27,Milo Refill 500g,Beverages,Enugu,7200,14,100800,6000,20,On-Time
2025-03-28,Dangote Sugar 1kg,Sweeteners,Port Harcourt,4000,-2,0,3200,25,Critical Delay
2025-03-28,Frozen Turkey (kg),Meat,Port Harcourt,11000,3,33000,8800,25,On-Time
2025-03-28,Frozen Turkey (kg),Meat,Enugu,11000,0,0,8800,25,On-Time
2025-03-28,Dangote Sugar 1kg,Sweeteners,Abuja,4000,4,16000,3200,25,On-Time
2025-03-29,Semovita 10kg,Swallow,Abuja,10500,7,73500,9200,14.1,Critical Delay
2025-03-29,Indomie Super Pack,Noodles,Kano,20000,17,340000,16800,19,Delayed
2025-03-29,Yellow Garri (Paint),Tubers,Abuja,5500,11,60500,4200,31,On-Time
2025-03-29,Dangote Sugar 1kg,Sweeteners,Lagos (Lekki),4000,6,24000,3200,25,Delayed
2025-03-30,Frozen Turkey (kg),Meat,Lagos (Lekki),11000,14,154000,8800,25,On-Time
2025-03-30,Yam Tuber (Large),Produce,Lagos (Ikeja),12000,9,108000,8000,50,Critical Delay
2025-03-30,Yam Tuber (Large),Produce,Kano,12000,16,192000,8000,50,Critical Delay
2025-03-30,Beans Brown (Oloyin),Grains,Enugu,4500,15,67500,3200,40.6,On-Time
2025-03-31,Beans Brown (Oloyin),Grains,Lagos (Lekki),4500,16,72000,3200,40.6,Delayed
2025-12-26,Frozen Turkey (kg),Meat,Abuja,11000,6,66000,8800,25,Delayed
2025-03-31,Indomie Super Pack,Noodles,Enugu,20000,27,540000,16800,19,Delayed
2025-03-31,Power Oil (Sachet),Oils,Lagos (Ikeja),500,8,4000,400,25,Critical Delay
2025-04-01,Frozen Turkey (kg),Meat,Lagos (Ikeja),11000,14,154000,8800,25,Critical Delay
2025-04-01,Beans Brown (Oloyin),Grains,Abuja,4500,0,0,3200,40.6,Critical Delay
2025-04-01,Semovita 10kg,Swallow,Enugu,10500,-1,0,9200,14.1,Critical Delay
2025-01-04,Local Rice (50kg),Grains,Ibadan,120000,30,3600000,105000,14.3,Delayed
2025-04-02,Power Oil (Sachet),Oils,Enugu,500,-1,0,400,25,Critical Delay
2025-04-02,Yam Tuber (Large),Produce,Kano,12000,-1,0,8000,50,Critical Delay
2025-04-02,Kings Oil 5L,Oils,Kano,27000,1,27000,21500,25.6,Critical Delay
2025-04-02,Peak Milk 400g,Dairy,Port Harcourt,5800,21,121800,4900,18.4,On-Time
2025-03-04,Indomie Super Pack,Noodles,Ibadan,20000,20,400000,16800,19,Critical Delay
2025-03-04,Indomie Super Pack,Noodles,Ibadan,19500,22,429000,16800,16.1,Delayed
2025-04-03,Power Oil (Sachet),Oils,Port Harcourt,500,9,4500,400,25,Delayed
2025-04-03,Beans Brown (Oloyin),Grains,Lagos (Ikeja),4500,17,76500,3200,40.6,Delayed
2025-04-04,Beans Brown (Oloyin),Grains,Enugu,4500,14,63000,3200,40.6,Critical Delay
2025-04-04,Indomie Super Pack,Noodles,Abuja,20000,21,420000,16800,19,Delayed
2025-04-04,Kings Oil 5L,Oils,Lagos (Ikeja),27000,23,621000,21500,25.6,Critical Delay
2025-04-04,Kings Oil 5L,Oils,Abuja,27000,10,270000,21500,25.6,Delayed
2025-04-05,Semovita 10kg,Swallow,Kano,10500,25,262500,9200,14.1,Delayed
2025-04-05,Peak Milk 400g,Dairy,Ibadan,5800,21,121800,4900,18.4,Critical Delay
2025-05-04,Yellow Garri (Paint),Tubers,Kano,5500,7,38500,4200,31,Delayed
2025-04-05,Peak Milk 400g,Dairy,Ibadan,5800,4,23200,4900,18.4,Delayed
2025-06-04,Power Oil (Sachet),Oils,Lagos (Ikeja),500,23,11500,400,25,Delayed
2025-06-04,Power Oil (Sachet),Oils,Abuja,500,5,2500,400,25,On-Time
2025-06-04,Kings Oil 5L,Oils,Ibadan,27000,18,486000,21500,25.6,On-Time
2025-04-06,Yellow Garri (Paint),Tubers,Kano,5500,11,60500,4200,31,Delayed
2025-04-07,Dangote Sugar 1kg,Sweeteners,Abuja,4000,-2,0,3200,25,Delayed
2025-04-07,Indomie Super Pack,Noodles,Kano,20000,15,300000,16800,19,Delayed
2025-07-04,Local Rice (50kg),Grains,Ibadan,120000,-2,0,105000,14.3,Delayed
2025-04-07,Indomie Super Pack,Noodles,Kano,20000,12,240000,16800,19,Delayed
2025-08-04,Beans Brown (Oloyin),Grains,Ibadan,4500,24,108000,3200,40.6,Delayed
2025-08-04,Yellow Garri (Paint),Tubers,Lagos (Lekki),5500,5,27500,4200,31,Delayed
2025-04-08,Beans Brown (Oloyin),Grains,Kano,4500,30,135000,3200,40.6,Delayed
2025-08-04,Peak Milk 400g,Dairy,Ibadan,5800,7,40600,4900,18.4,Delayed
2025-04-09,Yam Tuber (Large),Produce,Enugu,12000,12,144000,8000,50,On-Time
2025-12-26,Dangote Sugar 1kg,Sweeteners,Port Harcourt,4000,30,120000,3200,25,Critical Delay
2025-04-09,Frozen Turkey (kg),Meat,Ibadan,11000,17,187000,8800,25,Delayed
2025-04-09,Milo Refill 500g,Beverages,Ibadan,7200,0,0,6000,20,On-Time
2025-10-04,Milo Refill 500g,Beverages,Enugu,7200,-2,0,6000,20,On-Time
2025-10-04,Frozen Turkey (kg),Meat,Enugu,11000,-2,0,8800,25,Critical Delay
2025-10-04,Frozen Turkey (kg),Meat,Ibadan,11000,23,253000,8800,25,Delayed
2025-04-10,Milo Refill 500g,Beverages,Abuja,7200,-1,0,6000,20,On-Time
2025-11-04,Kings Oil 5L,Oils,Lagos (Ikeja),27000,-1,0,21500,25.6,On-Time
2025-04-11,Peak Milk 400g,Dairy,Enugu,5800,26,150800,4900,18.4,On-Time
2025-11-04,Yellow Garri (Paint),Tubers,Kano,5500,-1,0,4200,31,On-Time
2025-04-11,Peak Milk 400g,Dairy,Lagos (Ikeja),5800,7,40600,4900,18.4,On-Time
2025-12-04,Milo Refill 500g,Beverages,Kano,7200,-1,0,6000,20,Delayed
2025-12-04,Yellow Garri (Paint),Tubers,Kano,5500,4,22000,4200,31,Critical Delay
2025-12-04,Milo Refill 500g,Beverages,Lagos (Lekki),7200,14,100800,6000,20,On-Time
2025-04-12,Frozen Turkey (kg),Meat,Abuja,11000,26,286000,8800,25,Delayed
2025-04-13,Yellow Garri (Paint),Tubers,Abuja,5500,7,38500,4200,31,On-Time
2025-04-13,Yellow Garri (Paint),Tubers,Port Harcourt,5000,13,65000,4200,19,Delayed
2025-04-13,Semovita 10kg,Swallow,Kano,10500,4,42000,9200,14.1,Delayed
2025-04-13,Peak Milk 400g,Dairy,Lagos (Ikeja),5800,22,127600,4900,18.4,Delayed
2025-04-14,Frozen Turkey (kg),Meat,Abuja,11000,24,264000,8800,25,Critical Delay
2025-04-14,Yam Tuber (Large),Produce,Enugu,12000,14,168000,8000,50,On-Time
2025-04-14,Beans Brown (Oloyin),Grains,Port Harcourt,4500,23,103500,3200,40.6,Critical Delay
2025-04-14,Indomie Super Pack,Noodles,Abuja,20000,28,560000,16800,19,Critical Delay
2025-04-15,Yam Tuber (Large),Produce,Ibadan,11500,-2,0,8000,43.8,Delayed
2025-04-15,Milo Refill 500g,Beverages,Abuja,7200,13,93600,6000,20,Critical Delay
2025-04-15,Milo Refill 500g,Beverages,Port Harcourt,7200,11,79200,6000,20,Delayed
2025-04-15,Indomie Super Pack,Noodles,Port Harcourt,20000,18,360000,16800,19,Critical Delay
2025-04-16,Milo Refill 500g,Beverages,Port Harcourt,7200,2,14400,6000,20,On-Time
2025-04-16,Semovita 10kg,Swallow,Lagos (Ikeja),10500,7,73500,9200,14.1,On-Time
2025-04-16,Local Rice (50kg),Grains,Enugu,120000,-1,0,105000,14.3,On-Time
2025-12-26,Peak Milk 400g,Dairy,Port Harcourt,5800,1,5800,4900,18.4,Critical Delay
2025-04-17,Beans Brown (Oloyin),Grains,Ibadan,4500,11,49500,3200,40.6,Critical Delay
2025-04-17,Yellow Garri (Paint),Tubers,Lagos (Ikeja),5500,8,44000,4200,31,Critical Delay
2025-04-17,Indomie Super Pack,Noodles,Abuja,20000,4,80000,16800,19,Critical Delay
2025-04-17,Local Rice (50kg),Grains,Enugu,120000,-1,0,105000,14.3,On-Time
2025-04-18,Peak Milk 400g,Dairy,Kano,5800,23,133400,4900,18.4,On-Time
2025-04-18,Frozen Turkey (kg),Meat,Lagos (Lekki),11000,6,66000,8800,25,On-Time
2025-04-18,Local Rice (50kg),Grains,Abuja,120000,22,2640000,105000,14.3,On-Time
2025-04-18,Yellow Garri (Paint),Tubers,Lagos (Lekki),5000,28,140000,4200,19,On-Time
2025-04-19,Frozen Turkey (kg),Meat,Port Harcourt,11000,10,110000,8800,25,On-Time
2025-04-19,Local Rice (50kg),Grains,Ibadan,120000,8,960000,105000,14.3,Delayed
2025-04-19,Local Rice (50kg),Grains,Lagos (Ikeja),120000,-2,0,105000,14.3,Delayed
2025-04-19,Frozen Turkey (kg),Meat,Abuja,11000,27,297000,8800,25,On-Time
2025-04-20,Yam Tuber (Large),Produce,Lagos (Lekki),12000,23,276000,8000,50,On-Time
2025-04-20,Semovita 10kg,Swallow,Kano,10500,6,63000,9200,14.1,Delayed
2025-04-20,Yam Tuber (Large),Produce,Kano,12000,22,264000,8000,50,Delayed
2025-04-20,Yellow Garri (Paint),Tubers,Abuja,5500,5,27500,4200,31,Delayed
2025-04-21,Milo Refill 500g,Beverages,Lagos (Lekki),7200,12,86400,6000,20,On-Time
2025-04-21,Milo Refill 500g,Beverages,Ibadan,7200,27,194400,6000,20,Delayed
2025-04-21,Milo Refill 500g,Beverages,Port Harcourt,7200,8,57600,6000,20,Delayed
2025-04-21,Dangote Sugar 1kg,Sweeteners,Port Harcourt,4000,1,4000,3200,25,On-Time
2025-04-22,Dangote Sugar 1kg,Sweeteners,Lagos (Lekki),4000,13,52000,3200,25,On-Time
2025-04-22,Frozen Turkey (kg),Meat,Lagos (Lekki),11000,5,55000,8800,25,On-Time
2025-04-22,Indomie Super Pack,Noodles,Kano,20000,0,0,16800,19,Delayed
2025-04-22,Peak Milk 400g,Dairy,Lagos (Ikeja),5800,-1,0,4900,18.4,Critical Delay
2025-04-23,Local Rice (50kg),Grains,Abuja,120000,9,1080000,105000,14.3,Delayed
2025-04-23,Power Oil (Sachet),Oils,Ibadan,0,9,0,400,-100,Critical Delay
2025-04-23,Beans Brown (Oloyin),Grains,Enugu,4500,20,90000,3200,40.6,On-Time
2025-04-23,Kings Oil 5L,Oils,Ibadan,27000,5,135000,21500,25.6,Delayed
2025-04-24,Yam Tuber (Large),Produce,Port Harcourt,12000,28,336000,8000,50,Critical Delay
2025-04-24,Dangote Sugar 1kg,Sweeteners,Enugu,4000,24,96000,3200,25,Critical Delay
2025-04-24,Frozen Turkey (kg),Meat,Abuja,11000,-1,0,8800,25,On-Time
2025-04-24,Frozen Turkey (kg),Meat,Kano,11000,28,308000,8800,25,On-Time
2025-04-25,Yellow Garri (Paint),Tubers,Abuja,5500,15,82500,4200,31,On-Time
2025-04-25,Dangote Sugar 1kg,Sweeteners,Abuja,4000,20,80000,3200,25,Delayed
2025-04-25,Frozen Turkey (kg),Meat,Kano,10500,19,199500,8800,19.3,On-Time
2025-04-25,Dangote Sugar 1kg,Sweeteners,Lagos (Lekki),3500,-2,0,3200,9.4,Critical Delay
2025-04-26,Beans Brown (Oloyin),Grains,Lagos (Lekki),4500,16,72000,3200,40.6,Critical Delay
2025-04-26,Local Rice (50kg),Grains,Abuja,120000,14,1680000,105000,14.3,Delayed
2025-04-26,Frozen Turkey (kg),Meat,Enugu,11000,7,77000,8800,25,Critical Delay
2025-04-26,Frozen Turkey (kg),Meat,Enugu,11000,8,88000,8800,25,On-Time
2025-04-27,Milo Refill 500g,Beverages,Port Harcourt,7200,9,64800,6000,20,Delayed
2025-04-27,Yellow Garri (Paint),Tubers,Enugu,5500,14,77000,4200,31,On-Time
2025-04-27,Milo Refill 500g,Beverages,Ibadan,7200,7,50400,6000,20,Critical Delay
2025-04-27,Semovita 10kg,Swallow,Ibadan,10500,24,252000,9200,14.1,Critical Delay
2025-04-28,Yellow Garri (Paint),Tubers,Lagos (Ikeja),5500,12,66000,4200,31,Delayed
2025-04-28,Indomie Super Pack,Noodles,Ibadan,20000,-1,0,16800,19,On-Time
2025-04-28,Dangote Sugar 1kg,Sweeteners,Kano,4000,26,104000,3200,25,Delayed
2025-04-28,Yellow Garri (Paint),Tubers,Port Harcourt,5500,7,38500,4200,31,Critical Delay
2025-04-29,Local Rice (50kg),Grains,Abuja,120000,11,1320000,105000,14.3,Critical Delay
2025-04-29,Frozen Turkey (kg),Meat,Port Harcourt,10500,26,273000,8800,19.3,On-Time
2025-04-29,Indomie Super Pack,Noodles,Lagos (Ikeja),20000,25,500000,16800,19,Delayed
2025-04-29,Semovita 10kg,Swallow,Enugu,10500,10,105000,9200,14.1,Critical Delay
2025-04-30,Local Rice (50kg),Grains,Kano,120000,16,1920000,105000,14.3,Delayed
2025-04-30,Beans Brown (Oloyin),Grains,Lagos (Lekki),4500,3,13500,3200,40.6,Delayed
2025-04-30,Kings Oil 5L,Oils,Lagos (Lekki),27000,6,162000,21500,25.6,On-Time
2025-04-30,Local Rice (50kg),Grains,Enugu,120000,-1,0,105000,14.3,Critical Delay
2025-01-05,Local Rice (50kg),Grains,Ibadan,120000,0,0,105000,14.3,Critical Delay
2025-05-01,Kings Oil 5L,Oils,Kano,27000,9,243000,21500,25.6,Critical Delay
2025-01-05,Indomie Super Pack,Noodles,Kano,20000,9,180000,16800,19,Critical Delay
2025-05-01,Milo Refill 500g,Beverages,Kano,7200,8,57600,6000,20,Critical Delay
2025-05-02,Dangote Sugar 1kg,Sweeteners,Abuja,3500,6,21000,3200,9.4,Delayed
2025-05-02,Kings Oil 5L,Oils,Kano,27000,30,810000,21500,25.6,Delayed
2025-05-02,Frozen Turkey (kg),Meat,Ibadan,11000,12,132000,8800,25,Delayed
2025-05-02,Yellow Garri (Paint),Tubers,Kano,5500,24,132000,4200,31,Critical Delay
2025-05-03,Frozen Turkey (kg),Meat,Lagos (Ikeja),11000,13,143000,8800,25,Critical Delay
2025-05-03,Frozen Turkey (kg),Meat,Abuja,11000,23,253000,8800,25,Delayed
2025-05-03,Peak Milk 400g,Dairy,Ibadan,5800,2,11600,4900,18.4,On-Time
2025-05-03,Local Rice (50kg),Grains,Enugu,119500,20,2390000,105000,13.8,On-Time
2025-05-04,Frozen Turkey (kg),Meat,Kano,11000,22,242000,8800,25,Critical Delay
2025-05-04,Frozen Turkey (kg),Meat,Abuja,11000,12,132000,8800,25,On-Time
2025-04-05,Dangote Sugar 1kg,Sweeteners,Enugu,4000,9,36000,3200,25,Delayed
2025-05-04,Indomie Super Pack,Noodles,Enugu,20000,26,520000,16800,19,Critical Delay
2025-05-05,Peak Milk 400g,Dairy,Lagos (Lekki),5800,0,0,4900,18.4,Delayed
2025-05-05,Dangote Sugar 1kg,Sweeteners,Abuja,4000,28,112000,3200,25,Delayed
2025-05-05,Milo Refill 500g,Beverages,Kano,7200,10,72000,6000,20,On-Time
2025-05-05,Local Rice (50kg),Grains,Lagos (Lekki),120000,7,840000,105000,14.3,On-Time
2025-05-06,Peak Milk 400g,Dairy,Lagos (Ikeja),5800,-1,0,4900,18.4,Delayed
2025-12-26,Semovita 10kg,Swallow,Abuja,10500,8,84000,9200,14.1,Critical Delay
2025-06-05,Power Oil (Sachet),Oils,Lagos (Ikeja),500,10,5000,400,25,Critical Delay
2025-06-05,Kings Oil 5L,Oils,Lagos (Ikeja),27000,-2,0,21500,25.6,Delayed
2025-05-07,Indomie Super Pack,Noodles,Kano,20000,25,500000,16800,19,Critical Delay
2025-07-05,Kings Oil 5L,Oils,Ibadan,27000,2,54000,21500,25.6,Delayed
2025-05-07,Milo Refill 500g,Beverages,Abuja,7200,6,43200,6000,20,On-Time
2025-05-07,Semovita 10kg,Swallow,Lagos (Lekki),10500,11,115500,9200,14.1,On-Time
2025-08-05,Milo Refill 500g,Beverages,Ibadan,7200,-2,0,6000,20,On-Time
2025-08-05,Power Oil (Sachet),Oils,Lagos (Lekki),500,18,9000,400,25,On-Time
2025-08-05,Peak Milk 400g,Dairy,Lagos (Ikeja),5800,3,17400,4900,18.4,Critical Delay
2025-08-05,Local Rice (50kg),Grains,Kano,120000,1,120000,105000,14.3,Delayed
2025-09-05,Peak Milk 400g,Dairy,Lagos (Ikeja),5800,11,63800,4900,18.4,Delayed
2025-05-09,Yam Tuber (Large),Produce,Lagos (Lekki),12000,15,180000,8000,50,Critical Delay
2025-05-09,Kings Oil 5L,Oils,Lagos (Lekki),27000,10,270000,21500,25.6,Critical Delay
2025-09-05,Frozen Turkey (kg),Meat,Enugu,11000,15,165000,8800,25,Delayed
2025-05-10,Power Oil (Sachet),Oils,Lagos (Ikeja),500,6,3000,400,25,Critical Delay
2025-10-05,Indomie Super Pack,Noodles,Port Harcourt,20000,28,560000,16800,19,Critical Delay
2025-10-05,Semovita 10kg,Swallow,Ibadan,10500,21,220500,9200,14.1,Delayed
2025-10-05,Kings Oil 5L,Oils,Port Harcourt,27000,23,621000,21500,25.6,Delayed
2025-11-05,Yam Tuber (Large),Produce,Lagos (Lekki),12000,23,276000,8000,50,Delayed
2025-05-11,Indomie Super Pack,Noodles,Enugu,20000,26,520000,16800,19,On-Time
2025-05-11,Yam Tuber (Large),Produce,Ibadan,12000,30,360000,8000,50,Delayed
2025-11-05,Yam Tuber (Large),Produce,Lagos (Lekki),12000,7,84000,8000,50,Delayed
2025-05-12,Semovita 10kg,Swallow,Lagos (Ikeja),10000,19,190000,9200,8.7,Delayed
2025-05-12,Dangote Sugar 1kg,Sweeteners,Lagos (Ikeja),4000,0,0,3200,25,Delayed
2025-05-12,Indomie Super Pack,Noodles,Lagos (Ikeja),20000,12,240000,16800,19,Delayed
2025-12-05,Frozen Turkey (kg),Meat,Port Harcourt,11000,3,33000,8800,25,Critical Delay
2025-05-13,Peak Milk 400g,Dairy,Ibadan,5800,3,17400,4900,18.4,On-Time
2025-05-13,Beans Brown (Oloyin),Grains,Lagos (Lekki),4500,17,76500,3200,40.6,Delayed
2025-05-13,Peak Milk 400g,Dairy,Port Harcourt,5800,17,98600,4900,18.4,Delayed
2025-05-13,Peak Milk 400g,Dairy,Port Harcourt,5800,24,139200,4900,18.4,Delayed
2025-05-14,Kings Oil 5L,Oils,Abuja,27000,16,432000,21500,25.6,Delayed
2025-05-14,Yellow Garri (Paint),Tubers,Enugu,5500,12,66000,4200,31,Critical Delay
2025-05-14,Peak Milk 400g,Dairy,Lagos (Ikeja),5800,0,0,4900,18.4,Delayed
2025-05-14,Kings Oil 5L,Oils,Port Harcourt,27000,27,729000,21500,25.6,Delayed
2025-05-15,Dangote Sugar 1kg,Sweeteners,Port Harcourt,4000,24,96000,3200,25,On-Time
2025-05-15,Beans Brown (Oloyin),Grains,Port Harcourt,4500,8,36000,3200,40.6,Delayed
2025-05-15,Beans Brown (Oloyin),Grains,Enugu,4500,13,58500,3200,40.6,Delayed
2025-05-15,Indomie Super Pack,Noodles,Lagos (Ikeja),20000,1,20000,16800,19,Critical Delay
2025-05-16,Frozen Turkey (kg),Meat,Lagos (Ikeja),11000,26,286000,8800,25,On-Time
2025-05-16,Peak Milk 400g,Dairy,Lagos (Lekki),5800,2,11600,4900,18.4,On-Time
2025-05-16,Peak Milk 400g,Dairy,Lagos (Ikeja),5800,28,162400,4900,18.4,On-Time
2025-05-16,Peak Milk 400g,Dairy,Abuja,5800,21,121800,4900,18.4,On-Time
2025-05-17,Kings Oil 5L,Oils,Enugu,27000,4,108000,21500,25.6,On-Time
2025-05-17,Local Rice (50kg),Grains,Lagos (Lekki),120000,4,480000,105000,14.3,Critical Delay
2025-05-17,Semovita 10kg,Swallow,Abuja,10500,11,115500,9200,14.1,Critical Delay
2025-05-17,Semovita 10kg,Swallow,Abuja,10000,12,120000,9200,8.7,On-Time
2025-05-18,Peak Milk 400g,Dairy,Lagos (Lekki),5800,7,40600,4900,18.4,Critical Delay
2025-05-18,Yam Tuber (Large),Produce,Lagos (Lekki),12000,0,0,8000,50,On-Time
2025-05-18,Yellow Garri (Paint),Tubers,Lagos (Ikeja),5500,0,0,4200,31,Delayed
2025-05-18,Power Oil (Sachet),Oils,Abuja,500,-1,0,400,25,Delayed
2025-05-19,Peak Milk 400g,Dairy,Lagos (Lekki),5800,-1,0,4900,18.4,Critical Delay
2025-05-19,Kings Oil 5L,Oils,Lagos (Ikeja),27000,23,621000,21500,25.6,Delayed
2025-05-19,Local Rice (50kg),Grains,Lagos (Ikeja),120000,20,2400000,105000,14.3,Delayed
2025-05-19,Peak Milk 400g,Dairy,Abuja,5800,8,46400,4900,18.4,Delayed
2025-05-20,Yellow Garri (Paint),Tubers,Lagos (Lekki),5000,8,40000,4200,19,Delayed
2025-05-20,Frozen Turkey (kg),Meat,Lagos (Ikeja),11000,5,55000,8800,25,On-Time
2025-05-20,Yam Tuber (Large),Produce,Port Harcourt,12000,0,0,8000,50,Critical Delay
2025-05-20,Yam Tuber (Large),Produce,Lagos (Ikeja),12000,5,60000,8000,50,Delayed
2025-05-21,Power Oil (Sachet),Oils,Abuja,0,11,0,400,-100,Critical Delay
2025-05-21,Semovita 10kg,Swallow,Lagos (Ikeja),10500,25,262500,9200,14.1,Delayed
2025-05-21,Semovita 10kg,Swallow,Enugu,10500,18,189000,9200,14.1,Delayed
2025-05-21,Power Oil (Sachet),Oils,Kano,500,-2,0,400,25,On-Time
2025-05-22,Peak Milk 400g,Dairy,Lagos (Ikeja),5800,19,110200,4900,18.4,Critical Delay
2025-05-22,Milo Refill 500g,Beverages,Kano,7200,4,28800,6000,20,On-Time
2025-05-22,Peak Milk 400g,Dairy,Lagos (Ikeja),5800,18,104400,4900,18.4,Delayed
2025-05-22,Beans Brown (Oloyin),Grains,Lagos (Lekki),4500,27,121500,3200,40.6,On-Time
